Basin,District,Gross Capacity,Current Level,Current Storage,Flood Cushion,Inflow,Outflow,Year,Month,reservoir_id
Krishna,10,215.81,838.5,59.63,156.18,0.0,4485.0,2023,2,1
Krishna,9,312.05,565.6,245.58,66.47,6543.0,26321.0,2023,2,2
Krishna,13,3.07,57.05,3.07,0.0,4560.0,4820.0,2023,2,4
Other,7,24.11,271.16,16.85,7.26,94.0,1200.0,2023,2,5
Pennar,26,17.74,694.45,14.63,3.11,0.0,399.0,2023,2,6
Other,23,4.96,372.8,3.18,1.78,0.0,22.0,2023,2,7
Other,18,3.86,71.19,1.63,2.23,1095.0,1454.0,2023,2,8
Other,24,2.51,343.04,2.24,0.27,741.0,232.0,2023,2,9
Other,21,0.61,121.31,0.3,0.31,1050.0,802.0,2023,2,10
Pennar,20,78.0,325.59,68.22,9.78,1738.0,5326.0,2023,2,11
Other,20,68.03,264.94,48.91,19.12,0.0,1740.0,2023,2,12
Pennar,10,16.95,854.16,10.32,6.63,0.0,240.0,2023,2,14
Pennar,26,10.0,975.51,9.43,0.57,30.0,90.0,2023,2,16
Pennar,26,9.98,628.94,1.38,8.6,0.0,416.0,2023,2,17
Pennar,26,6.0,913.26,5.31,0.69,0.0,10.0,2023,2,18
Pennar,10,2.97,815.28,0.0,2.97,0.0,0.0,2023,2,20
Pennar,26,1.6,640.45,0.45,1.15,0.0,20.0,2023,2,21
Pennar,3,0.31,237.78,0.28,0.04,0.0,0.0,2023,2,22
Krishna,10,215.81,822.9,43.07,172.74,0.0,4095.0,2023,3,1
Krishna,9,312.05,548.2,205.82,106.23,9521.0,34975.0,2023,3,2
Krishna,13,3.07,57.05,3.07,0.0,3694.0,3422.0,2023,3,4
Other,7,24.11,263.91,13.96,10.15,96.0,1185.0,2023,3,5
Pennar,26,17.74,690.77,13.63,4.11,0.0,399.0,2023,3,6
Other,23,4.96,371.8,3.02,1.94,0.0,34.0,2023,3,7
Other,18,3.86,71.44,1.68,2.18,667.0,667.0,2023,3,8
Other,24,2.51,342.16,2.07,0.44,610.0,332.0,2023,3,9
Other,21,0.61,117.88,0.12,0.49,100.0,285.0,2023,3,10
Pennar,20,78.0,322.17,61.17,16.83,116.0,3434.0,2023,3,11
Other,20,68.03,261.17,44.46,23.57,0.0,1840.0,2023,3,12
Pennar,10,16.95,845.04,6.96,9.99,0.0,2205.0,2023,3,14
Pennar,26,10.0,974.64,9.11,0.89,0.0,160.0,2023,3,16
Pennar,26,9.98,646.03,3.91,6.07,0.0,426.0,2023,3,17
Pennar,26,6.0,908.35,4.94,1.06,0.0,180.0,2023,3,18
Pennar,10,2.97,815.28,0.0,2.97,0.0,0.0,2023,3,20
Pennar,26,1.6,639.63,0.39,1.21,0.0,15.0,2023,3,21
Pennar,3,0.31,237.78,0.28,0.04,0.0,0.0,2023,3,22
Krishna,10,215.81,806.3,32.2,183.61,0.0,0.0,2023,4,1
Krishna,9,312.05,528.8,165.81,146.24,5151.0,9623.0,2023,4,2
Krishna,13,3.07,56.86,3.02,0.05,3241.0,3663.0,2023,4,4
Other,7,24.11,257.02,11.61,12.5,365.0,1140.0,2023,4,5
Pennar,26,17.74,633.46,2.63,15.11,0.0,429.0,2023,4,6
Other,23,4.96,371.4,2.96,2.0,0.0,44.0,2023,4,7
Other,18,3.86,71.69,1.55,2.31,807.0,993.0,2023,4,8
Other,24,2.51,341.96,2.03,0.48,567.0,150.0,2023,4,9
Other,21,0.61,120.8,0.27,0.34,500.0,409.0,2023,4,10
Pennar,20,78.0,318.39,54.11,23.89,353.0,2263.0,2023,4,11
Other,20,68.03,256.99,39.87,28.16,0.0,670.0,2023,4,12
Pennar,10,16.95,853.54,10.08,6.87,0.0,1590.0,2023,4,14
Pennar,26,10.0,973.23,8.63,1.37,0.0,210.0,2023,4,16
Pennar,26,9.98,614.96,0.3,9.68,0.0,311.0,2023,4,17
Pennar,26,6.0,903.77,4.57,1.43,0.0,10.0,2023,4,18
Pennar,10,2.97,815.28,0.0,2.97,0.0,0.0,2023,4,20
Pennar,26,1.6,639.11,0.37,1.23,0.0,5.0,2023,4,21
Pennar,3,0.31,237.71,0.27,0.04,0.0,0.0,2023,4,22
Krishna,10,215.81,806.4,32.26,183.55,0.0,800.0,2023,5,1
Krishna,9,312.05,522.1,153.13,158.92,3226.0,3226.0,2023,5,2
Krishna,13,3.07,57.05,3.07,0.0,1414.0,1310.0,2023,5,4
Other,7,24.11,251.57,9.88,14.23,110.0,225.0,2023,5,5
Pennar,26,17.74,-999.0,-999.0,17.74,-999.0,-999.0,2023,5,6
Other,23,4.96,370.28,2.79,2.17,0.0,44.0,2023,5,7
Other,18,3.86,70.54,1.41,2.45,0.0,50.0,2023,5,8
Other,24,2.51,342.13,2.06,0.45,960.0,613.0,2023,5,9
Other,21,0.61,121.03,0.28,0.33,417.0,417.0,2023,5,10
Pennar,20,78.0,316.21,50.4,27.6,191.0,3744.0,2023,5,11
Other,20,68.03,253.31,36.09,31.94,0.0,2640.0,2023,5,12
Pennar,10,16.95,851.41,9.32,7.63,0.0,100.0,2023,5,14
Pennar,26,10.0,971.34,8.01,1.99,380.0,360.0,2023,5,16
Pennar,26,9.98,616.8,0.39,9.59,0.0,656.0,2023,5,17
Pennar,26,6.0,895.0,4.0,2.0,0.0,210.0,2023,5,18
Pennar,10,2.97,815.28,0.0,2.97,0.0,0.0,2023,5,20
Pennar,26,1.6,638.66,0.34,1.26,90.0,25.0,2023,5,21
Pennar,3,0.31,237.71,0.27,0.04,0.0,0.0,2023,5,22
Krishna,10,215.81,809.55,33.99,181.82,744.0,1824.0,2023,6,1
Krishna,9,312.05,520.47,150.19,161.86,5971.0,5971.0,2023,6,2
Krishna,13,3.07,57.05,3.07,0.0,273.0,273.0,2023,6,4
Other,7,24.11,250.82,9.65,14.46,102.0,217.0,2023,6,5
Pennar,26,17.74,633.46,2.63,15.11,0.0,169.0,2023,6,6
Other,23,4.96,369.85,2.73,2.23,0.0,44.0,2023,6,7
Other,18,3.86,69.72,1.36,2.5,0.0,15.0,2023,6,8
Other,24,2.51,340.55,1.78,0.73,405.0,150.0,2023,6,9
Other,21,0.61,120.31,0.24,0.37,70.0,0.0,2023,6,10
Pennar,20,78.0,309.16,40.26,37.74,178.0,4993.0,2023,6,11
Other,20,68.03,245.7,29.13,38.9,0.0,3280.0,2023,6,12
Pennar,10,16.95,850.85,9.08,7.87,0.0,100.0,2023,6,14
Pennar,26,10.0,968.59,7.14,2.86,0.0,280.0,2023,6,16
Pennar,26,9.98,611.55,0.18,9.8,0.0,266.0,2023,6,17
Pennar,26,6.0,887.69,3.44,2.56,0.0,210.0,2023,6,18
Pennar,10,2.97,815.28,0.0,2.97,0.0,0.0,2023,6,20
Pennar,26,1.6,648.67,1.07,0.53,0.0,5.0,2023,6,21
Pennar,3,0.31,237.65,0.27,0.04,0.0,0.0,2023,6,22
Krishna,10,215.81,808.5,33.44,182.37,0.0,0.0,2023,7,1
Krishna,9,312.05,519.6,148.55,163.5,5262.0,5262.0,2023,7,2
Krishna,13,3.07,-999.0,-999.0,3.07,-999.0,-999.0,2023,7,4
Other,7,24.11,248.16,8.89,15.22,242.0,667.0,2023,7,5
Pennar,26,17.74,678.01,10.43,7.31,0.0,169.0,2023,7,6
Other,23,4.96,-999.0,-999.0,4.96,-999.0,-999.0,2023,7,7
Other,18,3.86,68.32,1.17,2.69,55.0,55.0,2023,7,8
Other,24,2.51,342.19,2.08,0.43,1020.0,950.0,2023,7,9
Other,21,0.61,122.44,0.4,0.21,410.0,0.0,2023,7,10
Pennar,20,78.0,299.93,29.35,48.65,0.0,3611.0,2023,7,11
Other,20,68.03,236.66,22.07,45.96,0.0,2450.0,2023,7,12
Pennar,10,16.95,822.11,1.55,15.4,0.0,50.0,2023,7,14
Pennar,26,10.0,967.05,6.68,3.32,0.0,140.0,2023,7,16
Pennar,26,9.98,630.15,1.5,8.48,0.0,176.0,2023,7,17
Pennar,26,6.0,879.58,2.9,3.1,0.0,210.0,2023,7,18
Pennar,10,2.97,815.28,0.0,2.97,0.0,0.0,2023,7,20
Pennar,26,1.6,648.54,1.06,0.54,0.0,5.0,2023,7,21
Pennar,3,0.31,237.65,0.27,0.04,0.0,0.0,2023,7,22
Krishna,10,215.81,853.1,87.04,128.77,39907.0,0.0,2023,8,1
Krishna,9,312.05,514.9,140.14,171.91,0.0,1350.0,2023,8,2
Krishna,13,3.07,57.05,3.07,0.0,21364.0,21364.0,2023,8,4
Other,7,24.11,249.38,9.23,14.88,795.0,1000.0,2023,8,5
Pennar,26,17.74,633.46,2.63,15.11,0.0,404.0,2023,8,6
Other,23,4.96,370.8,2.87,2.09,30.0,27.0,2023,8,7
Other,18,3.86,68.15,1.14,2.72,15.0,15.0,2023,8,8
Other,24,2.51,341.96,2.03,0.48,6164.0,4197.0,2023,8,9
Other,21,0.61,125.0,0.61,0.0,5192.0,5192.0,2023,8,10
Pennar,20,78.0,294.69,24.25,53.75,771.0,1981.0,2023,8,11
Other,20,68.03,229.28,17.27,50.76,0.0,1200.0,2023,8,12
Pennar,10,16.95,823.78,1.79,15.16,0.0,150.0,2023,8,14
Pennar,26,10.0,964.11,5.8,4.2,0.0,325.0,2023,8,16
Pennar,26,9.98,642.22,3.22,6.76,0.0,646.0,2023,8,17
Pennar,26,6.0,-999.0,-999.0,6.0,-999.0,-999.0,2023,8,18
Pennar,10,2.97,815.28,0.0,2.97,0.0,0.0,2023,8,20
Pennar,26,1.6,648.44,1.06,0.54,0.0,5.0,2023,8,21
Pennar,3,0.31,237.08,0.24,0.07,0.0,0.0,2023,8,22
Krishna,10,215.81,850.9,82.01,133.8,400.0,10547.0,2023,9,1
Krishna,9,312.05,523.5,155.74,156.31,37414.0,30928.0,2023,9,2
Krishna,13,3.07,-999.0,-999.0,3.07,-999.0,-999.0,2023,9,4
Other,7,24.11,245.96,8.29,15.82,1033.0,930.0,2023,9,5
Pennar,26,17.74,665.74,7.76,9.98,0.0,754.0,2023,9,6
Other,23,4.96,363.9,1.92,3.04,135.0,622.0,2023,9,7
Other,18,3.86,67.25,1.02,2.84,0.0,0.0,2023,9,8
Other,24,2.51,341.67,1.98,0.53,2039.0,1356.0,2023,9,9
Other,21,0.61,125.0,0.61,0.0,3476.0,3476.0,2023,9,10
Pennar,20,78.0,285.38,16.66,61.34,2752.0,2879.0,2023,9,11
Other,20,68.03,223.6,14.1,53.93,0.0,1075.0,2023,9,12
Pennar,10,16.95,845.5,7.11,9.84,0.0,180.0,2023,9,14
Pennar,26,10.0,961.24,5.05,4.95,0.0,270.0,2023,9,16
Pennar,26,9.98,634.97,2.08,7.9,0.0,276.0,2023,9,17
Pennar,26,6.0,893.7,3.87,2.13,400.0,50.0,2023,9,18
Pennar,10,2.97,815.28,0.0,2.97,0.0,0.0,2023,9,20
Pennar,26,1.6,650.57,1.21,0.39,330.0,5.0,2023,9,21
Pennar,3,0.31,237.01,0.24,0.08,0.0,0.0,2023,9,22
Krishna,10,215.81,855.6,93.58,122.23,0.0,5288.0,2023,10,1
Krishna,9,312.05,525.0,158.36,153.69,0.0,900.0,2023,10,2
Krishna,13,3.07,-999.0,-999.0,3.07,-999.0,-999.0,2023,10,4
Other,7,24.11,255.74,11.18,12.93,3724.0,750.0,2023,10,5
Pennar,26,17.74,657.01,6.08,11.66,0.0,444.0,2023,10,6
Other,23,4.96,362.0,1.65,3.31,466.0,302.0,2023,10,7
Other,18,3.86,69.55,1.35,2.51,601.0,0.0,2023,10,8
Other,24,2.51,341.21,1.9,0.61,4103.0,4635.0,2023,10,9
Other,21,0.61,125.0,0.61,0.0,11268.0,11268.0,2023,10,10
Pennar,20,78.0,298.93,28.37,49.63,3308.0,357.0,2023,10,11
Other,20,68.03,218.61,11.75,56.28,0.0,125.0,2023,10,12
Pennar,10,16.95,850.95,9.06,7.89,1000.0,140.0,2023,10,14
Pennar,26,10.0,961.15,5.06,4.94,0.0,40.0,2023,10,16
Pennar,26,9.98,628.05,1.29,8.69,0.0,306.0,2023,10,17
Pennar,26,6.0,909.88,5.07,0.93,0.0,0.0,2023,10,18
Pennar,10,2.97,815.28,0.0,2.97,0.0,0.0,2023,10,20
Pennar,26,1.6,-999.0,-999.0,1.6,-999.0,-999.0,2023,10,21
Pennar,3,0.31,237.11,0.24,0.07,12.0,0.0,2023,10,22
Krishna,10,215.81,843.83,67.88,147.93,12.0,8282.0,2023,11,1
Krishna,9,312.05,524.9,158.36,153.69,5451.0,5451.0,2023,11,2
Krishna,13,3.07,56.96,3.05,0.02,10652.0,10652.0,2023,11,4
Other,7,24.11,256.14,11.31,12.8,505.0,500.0,2023,11,5
Pennar,26,17.74,650.22,4.91,12.83,0.0,536.0,2023,11,6
Other,23,4.96,353.44,0.76,4.2,65.0,527.0,2023,11,7
Other,18,3.86,69.79,1.39,2.47,0.0,0.0,2023,11,8
Other,24,2.51,340.03,1.7,0.81,1350.0,2033.0,2023,11,9
Other,21,0.61,123.82,0.53,0.08,1670.0,1793.0,2023,11,10
Pennar,20,78.0,300.51,30.05,47.96,26.0,617.0,2023,11,11
Other,20,68.03,217.69,11.35,56.68,0.0,130.0,2023,11,12
Pennar,10,16.95,841.27,5.77,11.18,0.0,2305.0,2023,11,14
Pennar,26,10.0,960.35,4.84,5.16,0.0,40.0,2023,11,16
Pennar,26,9.98,616.27,0.36,9.62,12523.0,486.0,2023,11,17
Pennar,26,6.0,907.32,4.87,1.13,0.0,185.0,2023,11,18
Pennar,10,2.97,815.28,0.0,2.97,0.0,0.0,2023,11,20
Pennar,26,1.6,653.22,1.42,0.19,0.0,5.0,2023,11,21
Pennar,3,0.31,236.92,0.21,0.1,450.0,455.0,2023,11,22
Krishna,10,215.81,838.78,60.01,155.8,1069.0,3780.0,2023,12,1
Krishna,9,312.05,523.0,154.8,157.25,0.0,6740.0,2023,12,2
Krishna,13,3.07,56.73,2.99,0.08,63.0,63.0,2023,12,4
Other,7,24.11,257.22,11.67,12.44,67.0,350.0,2023,12,5
Pennar,26,17.74,633.46,2.63,15.11,0.0,104.0,2023,12,6
Other,23,4.96,346.1,0.3,4.66,135.0,308.0,2023,12,7
Other,18,3.86,69.88,1.36,2.5,0.0,0.0,2023,12,8
Other,24,2.51,342.91,2.21,0.3,963.0,963.0,2023,12,9
Other,21,0.61,123.1,0.46,0.15,712.0,712.0,2023,12,10
Pennar,20,78.0,300.31,29.77,48.23,590.0,196.0,2023,12,11
Other,20,68.03,217.83,11.41,56.62,1750.0,245.0,2023,12,12
Pennar,10,16.95,831.82,3.32,13.63,0.0,100.0,2023,12,14
Pennar,26,10.0,964.07,5.83,4.17,900.0,40.0,2023,12,16
Pennar,26,9.98,610.24,0.14,9.84,0.0,566.0,2023,12,17
Pennar,26,6.0,918.31,5.66,0.34,400.0,150.0,2023,12,18
Pennar,10,2.97,815.28,0.0,2.97,0.0,0.0,2023,12,20
Pennar,26,1.6,652.88,1.35,0.26,0.0,5.0,2023,12,21
Pennar,3,0.31,-999.0,-999.0,0.31,-999.0,-999.0,2023,12,22
Krishna,10,215.81,830.0,49.49,166.32,0.0,1695.0,2024,1,1
Krishna,9,312.05,522.8,154.43,157.62,6595.0,6595.0,2024,1,2
Krishna,13,3.07,56.15,2.86,0.21,0.0,102.0,2024,1,4
Other,7,24.11,259.35,12.37,11.74,42.0,550.0,2024,1,5
Pennar,26,17.74,641.33,3.6,14.14,0.0,97.0,2024,1,6
Other,23,4.96,-999.0,-999.0,4.96,-999.0,-999.0,2024,1,7
Other,18,3.86,66.19,0.92,2.94,0.0,0.0,2024,1,8
Other,24,2.51,341.83,2.01,0.5,1055.0,1263.0,2024,1,9
Other,21,0.61,124.38,0.58,0.03,650.0,473.0,2024,1,10
Pennar,20,78.0,303.72,33.64,44.36,19.0,3002.0,2024,1,11
Other,20,68.03,221.37,13.01,55.02,0.0,120.0,2024,1,12
Pennar,10,16.95,828.66,2.67,14.28,0.0,50.0,2024,1,14
Pennar,26,10.0,967.85,6.91,3.09,300.0,270.0,2024,1,16
Pennar,26,9.98,608.63,0.14,9.84,0.0,421.0,2024,1,17
Pennar,26,6.0,913.55,5.36,0.64,0.0,125.0,2024,1,18
Pennar,10,2.97,815.28,0.0,2.97,0.0,0.0,2024,1,20
Pennar,26,1.6,651.69,1.28,0.32,0.0,5.0,2024,1,21
Pennar,3,0.31,236.83,0.28,0.04,825.0,815.0,2024,1,22
Krishna,10,215.81,821.7,42.08,173.73,0.0,1695.0,2024,2,1
Krishna,9,312.05,519.3,148.03,164.02,6683.0,12992.0,2024,2,2
Krishna,13,3.07,55.61,2.71,0.36,2127.0,2150.0,2024,2,4
Other,7,24.11,252.43,10.14,13.97,102.0,950.0,2024,2,5
Pennar,26,17.74,633.46,2.63,15.11,0.0,197.0,2024,2,6
Other,23,4.96,356.2,0.99,3.97,24.0,12.0,2024,2,7
Other,18,3.86,65.12,0.84,3.02,0.0,30.0,2024,2,8
Other,24,2.51,338.71,1.49,1.02,336.0,452.0,2024,2,9
Other,21,0.61,120.21,0.24,0.37,200.0,552.0,2024,2,10
Pennar,20,78.0,295.38,24.9,53.1,0.0,3183.0,2024,2,11
Other,20,68.03,218.81,11.83,56.2,0.0,630.0,2024,2,12
Pennar,10,16.95,827.49,2.44,14.51,0.0,250.0,2024,2,14
Pennar,26,10.0,-999.0,-999.0,10.0,-999.0,-999.0,2024,2,16
Pennar,26,9.98,621.39,0.69,9.29,0.0,96.0,2024,2,17
Pennar,26,6.0,-999.0,-999.0,6.0,-999.0,-999.0,2024,2,18
Pennar,10,2.97,815.28,0.0,2.97,0.0,0.0,2024,2,20
Pennar,26,1.6,650.61,1.19,0.41,0.0,25.0,2024,2,21
Pennar,3,0.31,237.91,0.3,0.02,930.0,900.0,2024,2,22
Krishna,10,215.81,815.2,37.51,178.3,0.0,1940.0,2024,3,1
Krishna,9,312.05,516.3,142.62,169.43,1477.0,1477.0,2024,3,2
Krishna,13,3.07,53.58,2.16,0.91,0.0,0.0,2024,3,4
Other,7,24.11,243.08,7.5,16.61,110.0,1240.0,2024,3,5
Pennar,26,17.74,636.18,2.93,14.81,0.0,62.0,2024,3,6
Other,23,4.96,356.3,1.0,3.96,12.0,21.0,2024,3,7
Other,18,3.86,64.14,0.77,3.09,0.0,0.0,2024,3,8
Other,24,2.51,337.86,1.37,1.14,244.0,290.0,2024,3,9
Other,21,0.61,118.24,0.13,0.48,156.0,156.0,2024,3,10
Pennar,20,78.0,284.66,16.14,61.86,0.0,3767.0,2024,3,11
Other,20,68.03,214.25,9.96,58.07,0.0,875.0,2024,3,12
Pennar,10,16.95,823.88,1.81,15.14,0.0,150.0,2024,3,14
Pennar,26,10.0,966.95,6.65,3.35,0.0,300.0,2024,3,16
Pennar,26,9.98,617.68,0.45,9.53,0.0,264.0,2024,3,17
Pennar,26,6.0,904.97,4.67,1.33,0.0,85.0,2024,3,18
Pennar,10,2.97,815.28,0.0,2.97,0.0,0.0,2024,3,20
Pennar,26,1.6,648.1,1.04,0.56,0.0,60.0,2024,3,21
Pennar,3,0.31,237.6,0.29,0.03,0.0,0.0,2024,3,22
Krishna,10,215.81,810.1,34.38,181.43,0.0,1600.0,2024,4,1
Krishna,9,312.05,513.4,137.52,174.53,3226.0,3226.0,2024,4,2
Krishna,13,3.07,50.25,1.51,1.56,0.0,0.0,2024,4,4
Other,7,24.11,233.01,5.07,19.04,93.0,890.0,2024,4,5
Pennar,26,17.74,632.8,2.56,15.18,0.0,62.0,2024,4,6
Other,23,4.96,356.0,0.97,3.99,0.0,21.0,2024,4,7
Other,18,3.86,62.5,0.67,3.19,0.0,0.0,2024,4,8
Other,24,2.51,336.81,1.23,1.28,126.0,230.0,2024,4,9
Other,21,0.61,119.17,0.18,0.43,158.0,158.0,2024,4,10
Pennar,20,78.0,273.98,9.58,68.42,0.0,1562.0,2024,4,11
Other,20,68.03,208.87,8.06,59.97,0.0,310.0,2024,4,12
Pennar,10,16.95,819.78,1.24,15.71,0.0,170.0,2024,4,14
Pennar,26,10.0,963.09,5.56,4.44,0.0,300.0,2024,4,16
Pennar,26,9.98,618.86,0.51,9.47,468.0,341.0,2024,4,17
Pennar,26,6.0,901.26,4.41,1.59,0.0,100.0,2024,4,18
Pennar,10,2.97,815.28,0.0,2.97,0.0,0.0,2024,4,20
Pennar,26,1.6,645.67,0.87,0.73,0.0,60.0,2024,4,21
Pennar,3,0.31,237.56,0.29,0.03,0.0,0.0,2024,4,22
Krishna,10,215.81,807.7,33.02,182.79,0.0,1600.0,2024,5,1
Krishna,9,312.05,505.0,123.34,188.71,0.0,1507.0,2024,5,2
Krishna,13,3.07,52.25,1.91,1.16,1816.0,1862.0,2024,5,4
Other,7,24.11,227.07,3.96,20.15,43.0,238.0,2024,5,5
Pennar,26,17.74,631.59,2.43,15.31,0.0,57.0,2024,5,6
Other,23,4.96,355.4,0.91,4.05,0.0,21.0,2024,5,7
Other,18,3.86,59.71,0.52,3.34,0.0,0.0,2024,5,8
Other,24,2.51,337.87,1.37,1.15,140.0,140.0,2024,5,9
Other,21,0.61,117.55,0.11,0.5,20.0,55.0,2024,5,10
Pennar,20,78.0,-999.0,-999.0,78.0,-999.0,-999.0,2024,5,11
Other,20,68.03,206.21,7.22,60.81,0.0,390.0,2024,5,12
Pennar,10,16.95,818.11,1.05,15.9,0.0,50.0,2024,5,14
Pennar,26,10.0,959.24,4.57,5.43,0.0,370.0,2024,5,16
Pennar,26,9.98,618.82,0.51,9.47,338.0,211.0,2024,5,17
Pennar,26,6.0,898.31,4.19,1.81,0.0,60.0,2024,5,18
Pennar,10,2.97,815.28,0.0,2.97,0.0,0.0,2024,5,20
Pennar,26,1.6,642.77,0.7,0.91,0.0,75.0,2024,5,21
Pennar,3,0.31,237.45,0.28,0.04,0.0,0.0,2024,5,22
Krishna,10,215.81,806.2,32.15,183.66,0.0,0.0,2024,6,1
Krishna,9,312.05,504.7,122.85,189.2,0.0,1404.0,2024,6,2
Krishna,13,3.07,54.55,2.41,0.66,0.0,0.0,2024,6,4
Other,7,24.11,225.23,3.65,20.46,35.0,163.0,2024,6,5
Pennar,26,17.74,630.21,2.29,15.45,0.0,57.0,2024,6,6
Other,23,4.96,355.8,0.95,4.01,21.0,21.0,2024,6,7
Other,18,3.86,59.06,0.49,3.37,0.0,0.0,2024,6,8
Other,24,2.51,341.6,1.97,0.54,140.0,140.0,2024,6,9
Other,21,0.61,110.89,0.04,0.57,0.0,0.0,2024,6,10
Pennar,20,78.0,269.53,7.39,70.61,0.0,309.0,2024,6,11
Other,20,68.03,204.21,6.62,61.41,0.0,100.0,2024,6,12
Pennar,10,16.95,816.66,0.85,16.1,0.0,50.0,2024,6,14
Pennar,26,10.0,956.62,3.95,6.05,0.0,125.0,2024,6,16
Pennar,26,9.98,619.29,0.54,9.44,0.0,91.0,2024,6,17
Pennar,26,6.0,893.59,3.85,2.15,0.0,125.0,2024,6,18
Pennar,10,2.97,815.28,0.0,2.97,0.0,0.0,2024,6,20
Pennar,26,1.6,639.11,0.54,1.06,0.0,50.0,2024,6,21
Pennar,3,0.31,237.35,0.27,0.04,0.0,0.0,2024,6,22
Krishna,10,215.81,815.0,37.35,178.46,946.0,1600.0,2024,7,1
Krishna,9,312.05,504.1,122.87,189.18,0.0,910.0,2024,7,2
Krishna,13,3.07,53.25,2.08,0.99,324.0,0.0,2024,7,4
Other,7,24.11,223.43,3.36,20.75,80.0,80.0,2024,7,5
Pennar,26,17.74,628.73,2.16,15.58,0.0,57.0,2024,7,6
Other,23,4.96,360.3,1.14,3.82,751.0,22.0,2024,7,7
Other,18,3.86,58.4,0.46,3.4,0.0,0.0,2024,7,8
Other,24,2.51,342.42,2.12,0.39,1165.0,1165.0,2024,7,9
Other,21,0.61,124.05,0.55,0.06,930.0,582.0,2024,7,10
Pennar,20,78.0,275.07,10.14,67.86,378.0,305.0,2024,7,11
Other,20,68.03,203.13,6.32,61.71,280.0,70.0,2024,7,12
Pennar,10,16.95,815.98,0.78,16.17,0.0,30.0,2024,7,14
Pennar,26,10.0,954.82,3.56,6.44,0.0,40.0,2024,7,16
Pennar,26,9.98,618.27,0.48,9.5,0.0,91.0,2024,7,17
Pennar,26,6.0,892.09,3.73,2.27,0.0,25.0,2024,7,18
Pennar,10,2.97,815.28,0.0,2.97,0.0,0.0,2024,7,20
Pennar,26,1.6,637.48,0.43,1.18,0.0,50.0,2024,7,21
Pennar,3,0.31,237.3,0.27,0.04,0.0,0.0,2024,7,22
Krishna,10,215.81,883.8,208.72,7.09,309600.0,518202.0,2024,8,1
Krishna,9,312.05,530.9,169.91,142.14,208917.0,8344.0,2024,8,2
Krishna,13,3.07,56.55,2.96,0.11,9581.0,9581.0,2024,8,4
Other,7,24.11,260.76,12.84,11.27,3205.0,330.0,2024,8,5
Pennar,26,17.74,627.42,2.04,15.7,0.0,57.0,2024,8,6
Other,23,4.96,372.9,3.2,1.77,752.0,30.0,2024,8,7
Other,18,3.86,57.82,0.43,3.43,0.0,0.0,2024,8,8
Other,24,2.51,341.6,1.97,0.54,1777.0,2055.0,2024,8,9
Other,21,0.61,125.0,0.61,0.0,2051.0,2051.0,2024,8,10
Pennar,20,78.0,273.77,9.47,68.53,0.0,289.0,2024,8,11
Other,20,68.03,202.34,6.11,61.92,0.0,175.0,2024,8,12
Pennar,10,16.95,841.37,5.81,11.14,16125.0,20.0,2024,8,14
Pennar,26,10.0,953.61,3.34,6.67,0.0,40.0,2024,8,16
Pennar,26,9.98,624.39,0.94,9.04,0.0,76.0,2024,8,17
Pennar,26,6.0,887.83,3.54,2.46,0.0,70.0,2024,8,18
Pennar,10,2.97,815.28,0.0,2.97,0.0,0.0,2024,8,20
Pennar,26,1.6,635.89,0.37,1.23,0.0,20.0,2024,8,21
Pennar,3,0.31,237.26,0.26,0.05,0.0,0.0,2024,8,22
Krishna,10,215.81,884.92,214.36,1.45,503557.0,500109.0,2024,9,1
Krishna,9,312.05,587.8,305.98,6.07,483766.0,516877.0,2024,9,2
Krishna,13,3.07,57.05,3.07,0.0,783996.0,783996.0,2024,9,4
Other,7,24.11,274.44,18.51,5.6,9957.0,300.0,2024,9,5
Pennar,26,17.74,627.03,2.0,15.74,1411.0,138.0,2024,9,6
Other,23,4.96,-999.0,-999.0,4.96,-999.0,-999.0,2024,9,7
Other,18,3.86,67.59,1.06,2.8,4352.0,8634.0,2024,9,8
Other,24,2.51,340.22,1.73,0.78,2068.0,2380.0,2024,9,9
Other,21,0.61,-999.0,-999.0,0.61,-999.0,-999.0,2024,9,10
Pennar,20,78.0,305.64,35.89,42.11,13295.0,4210.0,2024,9,11
Other,20,68.03,206.11,7.19,60.84,3700.0,510.0,2024,9,12
Pennar,10,16.95,864.5,14.94,2.01,14300.0,11530.0,2024,9,14
Pennar,26,10.0,956.69,3.97,6.03,900.0,110.0,2024,9,16
Pennar,26,9.98,646.21,3.95,6.03,20558.0,126.0,2024,9,17
Pennar,26,6.0,888.47,3.5,2.5,880.0,70.0,2024,9,18
Pennar,10,2.97,815.28,0.0,2.97,0.0,0.0,2024,9,20
Pennar,26,1.6,636.52,0.39,1.21,180.0,10.0,2024,9,21
Pennar,3,0.31,237.38,0.27,0.04,935.0,970.0,2024,9,22
Krishna,10,215.81,880.4,190.77,25.04,70444.0,50851.0,2024,10,1
Krishna,9,312.05,588.6,307.87,4.18,49583.0,49583.0,2024,10,2
Krishna,13,3.07,57.05,3.07,0.0,38806.0,38806.0,2024,10,4
Other,7,24.11,280.58,22.0,2.11,2478.0,1300.0,2024,10,5
Pennar,26,17.74,654.19,5.58,12.16,1460.0,499.0,2024,10,6
Other,23,4.96,378.2,4.64,0.32,959.0,490.0,2024,10,7
Other,18,3.86,67.5,1.05,2.81,1341.0,1237.0,2024,10,8
